CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,RATING,311_Zip,311_Severity_1,311_Severity_2,311_Severity_3,Crime_Zip,Crime_Severity_1,Crime_Severity_2,Crime_Severity_3
50004270,ZU RANG NY,QUEENS,4114,162ND ST,11358,7184452947,Korean,2.37,11358,15309,16745,12716,11358,1703,2289,707
41050934,IRISH ROVER,QUEENS,3718,28 AVENUE,11103,7182789372,Irish,2.43,11103,14257,23041,13189,11103,3508,7108,1682
41076903,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BRONX,1438,METROPOLITAN AVENUE,10462,7187929322,Caribbean,2.04,10462,23650,40177,43130,10462,6264,13190,3124
50017074,FLAVORS PARADISE RESTAURANT & BAKERY,BROOKLYN,1863,PITKIN AVE,11212,3472951057,Caribbean,3.18,11212,27280,48279,46174,11212,14366,23375,6899
41500947,CABO RESTAURANT,STATEN ISLAND,96,PAGE AVENUE,10309,7189666766,Mexican,2.41,10309,15298,12326,8821,10309,1114,3108,918
41623217,GOLDEN PANDA CHINESE RESTAURANT,BROOKLYN,2824,FULTON STREET,11207,7188270166,Chinese,2.69,11207,43159,65420,49087,11207,13368,21330,5045
50018426,GOTAN,MANHATTAN,130,FRANKLIN ST,10013,2124315200,Mediterranean,3.08,10013,13921,33916,11622,10013,1372,2870,417
40743578,EL RUMBERO BAR RESTAURANT,QUEENS,8205,NORTHERN BOULEVARD,11372,7188033125,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.01,11372,14607,32750,19791,11372,8109,13990,2634
41412577,GENKI SUSHI,STATEN ISLAND,262,ARDEN AVENUE,10312,7182277375,Japanese,2.24,10312,26457,23380,18355,10312,1313,3407,1177
41459070,NEW WONG RESTAURANT,MANHATTAN,103,EAST BROADWAY,10002,6468789474,Chinese,4.48,10002,17772,55098,23339,10002,5662,12238,2615
50001248,PANDA EXPRESS,QUEENS,NULL,JFK INTERNATIONAL AIRPORT,11432,7187514787,Chinese,2.03,11432,20619,30671,21030,11432,3251,5167,1343
41667359,BAREBURGER,QUEENS,4238,BELL BOULEVARD,11361,7182792273,American,2.07,11361,11811,12513,9354,11361,1733,2268,549
50060092,ROKI LE IZAKAYA,MANHATTAN,12,W 21ST ST,10010,6463837654,Japanese,2.46,10010,9531,20332,9869,10010,5016,7365,1525
41709719,MARKET PLACE (CENTERPLATE),MANHATTAN,655,WEST   34 STREET,10001,2122162426,American,3.45,10001,16255,27702,13938,10001,828,1400,257
41676577,THE CUTTING ROOM,MANHATTAN,44,EAST   32 STREET,10016,2126911900,American,2.89,10016,17206,37805,17952,10016,1627,1927,380
40727750,UTSAV FESTIVE INDIA RESTAURANT,MANHATTAN,1185,AVENUE OF AMERICAS,10036,2125752525,Indian,3.17,10036,18034,32494,18650,10036,3549,5802,1176
41099225,GOLDEN PASTRY SHOP,STATEN ISLAND,1,CORSON AVENUE,10301,7187279393,Bakery,4.57,10301,21200,25246,16484,10301,4912,12626,4373
41650546,KING KABAB,QUEENS,16709,HILLSIDE AVENUE,11432,7185264968,Bangladeshi,4.09,11432,20619,30671,21030,11432,3251,5167,1343
41435190,MELODY KARAOKE,QUEENS,4302,MAIN STREET,11355,9176817631,Chinese,4.07,11355,22272,28583,21818,11355,3814,5331,1467
41539261,DUNKIN' DONUTS,MANHATTAN,100,MAIDEN LANE,10038,2127851080,American,3.40,10038,6238,15381,6209,10038,841,1793,488
40395023,JING FONG RESTAURANT,MANHATTAN,20,ELIZABETH STREET,10013,2129645256,Chinese,3.17,10013,13921,33916,11622,10013,1372,2870,417
41043128,LILI'S 57,MANHATTAN,200,WEST   57 STREET,10019,2125865333,Chinese,4.13,10019,20865,40648,22968,10019,1559,2764,958
41390168,THE VILLAGE LUNCHEONETTE,BROOKLYN,2374,MCDONALD AVENUE,11223,7184498909,American,2.98,11223,23794,32817,28887,11223,5405,8406,2159
41579661,DUNKIN' DONUTS,BRONX,3421,EAST TREMONT AVENUE,10465,7188236660,Donuts,2.51,10465,16866,21460,12946,10465,2253,6183,1822
41329499,PEACHES,BROOKLYN,NULL,LEWIS AVENUE,11233,7189424162,Soul Food,4.12,11233,28384,50981,44311,11233,11267,17313,4809
50009230,DELAWARE AND HUDSON,BROOKLYN,135,N 5TH ST,11249,7182188191,American,2.01,11249,9288,21768,10478,11249,2494,3497,693
40365043,SHELL LANES,BROOKLYN,1,BOUCK COURT,11223,7183366700,American,3.09,11223,23794,32817,28887,11223,5405,8406,2159
50042669,LA DAMA'S COOKIES,BROOKLYN,507,CONEY ISLAND AVE,11218,3473183831,Bakery,2.64,11218,23673,37032,33987,11218,3474,5685,1407
50051283,GREAT WALL,BROOKLYN,284,KINGS HWY,11223,7183396888,Chinese,1.87,11223,23794,32817,28887,11223,5405,8406,2159
41644027,THE KATI ROLL COMPANY,MANHATTAN,229,EAST   53 STREET,10022,2128881700,Indian,3.39,10022,13763,22439,12814,10022,774,1109,200
50064402,GREAT BURRITO,MANHATTAN,100,W 23RD ST,10011,2122430022,Mexican,4.47,10011,17530,39714,18836,10011,2222,3395,598
50032593,KENNEDY FRIED CHICKEN PIZZA AND GRILL,QUEENS,8770,PARSONS BLVD,11432,7186574819,Chicken,3.20,11432,20619,30671,21030,11432,3251,5167,1343
50056960,TOKYO GO GO,QUEENS,24203,NORTHERN BLVD,11362,7182241888,Chinese,3.50,11362,7627,6069,5801,11362,822,808,231
41659206,SIGGY'S NYC,MANHATTAN,292,ELIZABETH STREET,10012,2122265775,American,4.24,10012,10105,29161,12322,10012,8117,15340,1736
50068257,SCHNITZEL EXPRESS,MANHATTAN,120,W 39TH ST,10018,2129977770,Jewish/Kosher,3.86,10018,9762,12889,7449,10018,3620,6643,772
41020005,UNCLE BILL'S DINER,QUEENS,3017,STRATTON STREET,11354,7186611771,American,4.79,11354,17939,23482,16110,11354,3803,6666,1522
40972155,CHAI THAI RESTAURANT,BROOKLYN,124,NORTH    6 STREET,11249,7185995889,Thai,2.04,11249,9288,21768,10478,11249,2494,3497,693
50012352,SUSHI FUSSION,QUEENS,10543,64TH RD,11375,7189978744,Jewish/Kosher,4.11,11375,23374,30096,21514,11375,2417,4289,897
41097313,LA FLOR DEL PARAISO RESTAURAUNT,QUEENS,1715,CORNELIA STREET,11385,7183812970,Spanish,1.83,11385,43702,55573,40878,11385,5201,9039,2357
41314940,LE PAIN QUOTIDIEN,MANHATTAN,2463,BROADWAY,10025,2127698879,Sandwiches,2.04,10025,18510,50196,33912,10025,4880,9815,2438
41063955,PARK CAFE,BROOKLYN,82,7 AVENUE,11217,7183990957,American,2.89,11217,17232,34123,16821,11217,2989,5079,1081
41693538,NEW CHOI HEE CHINESE,STATEN ISLAND,426,BAY STREET,10304,7184478282,Chinese,3.34,10304,18812,25821,14332,10304,2611,6189,2152
50037451,JUNE BAR,BROOKLYN,259,SAINT NICHOLAS AVE,11237,3472408118,American,4.38,11237,21760,48029,24373,11237,7351,10865,2362
41385657,HOWL AT THE MOON BAR & GRILL,BRONX,585,EAST  189 STREET,10458,7185617694,American,4.20,10458,24949,61284,72440,10458,7728,15917,3115
41107373,BIG NY FRIED CHICKEN,QUEENS,4035,21 STREET,11101,7187865571,Chicken,2.68,11101,22868,32955,19403,11101,1606,2990,801
41636680,FUNNY B.B.Q. BAR,BROOKLYN,818,54 STREET,11220,7186336868,Chinese,3.42,11220,29784,44348,33765,11220,6471,12166,2691
50035436,THE ALCHEMIST'S KITCHEN,MANHATTAN,21,E 1ST ST,10003,2122285909,Vegetarian,3.60,10003,20414,48620,22048,10003,7802,14750,1804
40949680,SPARTAN SOUVLAKI,BROOKLYN,6818,8 AVENUE,11220,7187485838,Greek,2.26,11220,29784,44348,33765,11220,6471,12166,2691
50004931,TEI NEI YA,QUEENS,25120,NORTHERN BLVD,11362,7188192158,Japanese,2.18,11362,7627,6069,5801,11362,822,808,231
50047102,EMPIRE WOK CHINESE RESTAURANT,BRONX,1230,CASTLE HILL AVE,10462,7188282919,Chinese,4.17,10462,23650,40177,43130,10462,6264,13190,3124
50045888,WHITE HORSE TAVERN,MANHATTAN,25,BRIDGE ST,10004,2126689046,American,2.42,10004,3212,5162,2554,10004,524,1284,313
40392834,EL CANTINERO,MANHATTAN,86,UNIVERSITY PLACE,10003,2122559378,Mexican,2.27,10003,20414,48620,22048,10003,7802,14750,1804
40400811,CAFE VOLNA,BROOKLYN,3145,BRIGHTON    4 STREET,11235,7183320341,Russian,2.25,11235,29988,43011,35274,11235,4186,6661,1456
41700903,CHINA KING FOOD,QUEENS,8902,165 STREET,11432,3473229599,Asian,2.50,11432,20619,30671,21030,11432,3251,5167,1343
50043212,EXITO BAR & LOUNGE,BRONX,960,E 165TH ST,10459,7183285682,Spanish,2.82,10459,15794,33071,28022,10459,9125,19377,4504
41712970,EL PATIO,QUEENS,18005,JAMAICA AVENUE,11432,7185584441,Spanish,4.01,11432,20619,30671,21030,11432,3251,5167,1343
50066412,BEACH 96 TERRA BASILS CORP,QUEENS,9519,ROCKAWAY BEACH BLVD,11693,7186784457,Other,4.00,11693,5208,7825,4040,11693,162,275,80
50045113,WICKED JUICE & KITCHEN,MANHATTAN,88,W BROADWAY,10007,9082448130,"Juice, Smoothies, Fruit Salads",3.10,10007,5024,9348,3418,10007,591,1189,203
50038882,MIKES DELI,BROOKLYN,9510,4TH AVE,11209,9176925786,American,1.88,11209,26824,35797,34725,11209,2620,6098,1609
40599617,LUNCH BOX,MANHATTAN,886,9 AVENUE,10019,2129699642,American,2.90,10019,20865,40648,22968,10019,1559,2764,958
41562030,HING YUAN KITCHEN,QUEENS,12311,JAMAICA AVENUE,11418,7188460935,Chinese,3.69,11418,17264,21654,13487,11418,2492,4009,1072
41197758,CURRY LEAVES RESTAURANT,QUEENS,13531,40 ROAD,11354,7187629313,Vietnamese/Cambodian/Malaysia,3.27,11354,17939,23482,16110,11354,3803,6666,1522
50007215,MARTINIELLO'S PIZZERIA,QUEENS,9506,ROOSEVELT AVE,11372,7187794733,Pizza,2.69,11372,14607,32750,19791,11372,8109,13990,2634
41304090,URBAN RUSTIC,BROOKLYN,236,NORTH   12 STREET,11211,7183889444,American,3.23,11211,22333,55262,23791,11211,4413,7125,1361
40743368,DOMINO'S,QUEENS,12521,ROCKAWAY BOULEVARD,11420,7188353030,Pizza,2.59,11420,21843,31143,14226,11420,4012,5364,1420
40643680,KENT THEATRE,BROOKLYN,1170,CONEY ISLAND AVE,11230,7183383376,American,1.92,11230,28805,42770,43315,11230,4520,7025,1578
50047023,FOO AN CHINESE RESTAURANT,QUEENS,22318,S CONDUIT AVE,11413,9178596605,Chinese,2.07,11413,16069,18655,11755,11413,4240,5167,1523
50032708,STARBUCKS,QUEENS,1,JFK INTL AIRPORT BLVD,11430,7186790452,CafÃƒÂ©/Coffee/Tea,3.83,11430,968,1051,2268,11430,1,10,NULL
50002749,SANTA ANA DELI & GROCERY,BROOKLYN,171,IRVING AVE,11237,7186284691,Mexican,3.21,11237,21760,48029,24373,11237,7351,10865,2362
41653047,MAC SHACK,BROOKLYN,901,FULTON STREET,11238,7182300727,American,2.07,11238,21662,52907,35214,11238,3788,5580,1410
41635504,EL CAPRI RESTAURANT,MANHATTAN,1342,ST NICHOLAS AVENUE,10033,2127403110,Spanish,3.69,10033,14739,45954,37082,10033,2207,3699,861
50054664,MURA,BROOKLYN,369,5TH AVE,11215,7189651288,Japanese,3.26,11215,27151,41462,26252,11215,3480,5937,1505
41551865,GREEN LOTUS,QUEENS,17659,UNION TURNPIKE,11366,7183808567,Asian,2.47,11366,7666,15064,6620,11366,886,1103,221
41077631,ROTI ROLL / SUITE,MANHATTAN,992,AMSTERDAM AVENUE,10025,2126661500,Indian,4.51,10025,18510,50196,33912,10025,4880,9815,2438
50036218,STARBUCKS,MANHATTAN,1700,BROADWAY,10019,2126159700,Sandwiches,3.46,10019,20865,40648,22968,10019,1559,2764,958
50011580,KODAMA SUSHI,MANHATTAN,301,W 45TH ST,10036,2125828065,Japanese,2.51,10036,18034,32494,18650,10036,3549,5802,1176
50001880,GANG SAN DEUL,QUEENS,NULL,NORTHERN BLVD,11362,7182810218,Korean,3.26,11362,7627,6069,5801,11362,822,808,231
41627217,ANJAPPAR,MANHATTAN,116,LEXINGTON AVENUE,10016,2122653663,Indian,3.80,10016,17206,37805,17952,10016,1627,1927,380
50000296,DUNKIN DONUTS,MANHATTAN,1433,2ND AVE,10021,2127378153,CafÃƒÂ©/Coffee/Tea,2.81,10021,9525,19852,11749,10021,3191,3394,704
41670513,NEW HAN YANG SUSHI,QUEENS,15051,NORTHERN BOULEVARD,11354,7188866678,Japanese,2.60,11354,17939,23482,16110,11354,3803,6666,1522
41108012,SILVER SPOON RESTAURANT,QUEENS,20712,HOLLIS AVENUE,11429,7184683624,Caribbean,1.93,11429,8226,12038,7047,11429,2416,2779,946
50014329,CAFFE DEI FIORI RISTORANTE,MANHATTAN,973,LEXINGTON AVE,10021,2123273400,Italian,2.30,10021,9525,19852,11749,10021,3191,3394,704
50013450,CAFE SAHARA,MANHATTAN,4026,10TH AVE,10034,6468820169,Spanish,2.47,10034,13928,47319,33256,10034,2248,3609,715
50037116,COFFEE Z,BROOKLYN,30,NEWKIRK PLZ,11226,7184849119,CafÃƒÂ©/Coffee/Tea,2.43,11226,38367,89604,87491,11226,12093,19121,5356
50037517,SUBWAY,QUEENS,16558,BAISLEY BLVD,11434,7185282838,Sandwiches,2.30,11434,22034,29886,16467,11434,5422,8249,1401
40853174,EL FAMILAR RESTAURANT,QUEENS,8781,SUTPHIN BOULEVARD,11435,7187393124,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4.62,11435,19709,28326,15647,11435,6038,9746,2454
40845757,CAFE STEINHOF,BROOKLYN,422,7 AVENUE,11215,7183697776,Eastern European,4.30,11215,27151,41462,26252,11215,3480,5937,1505
41011463,MINI PICANTERIA EL GUAYAQUILENO RESTAURANT,QUEENS,9454,CORONA AVENUE,11373,7187604982,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.63,11373,26169,34093,27426,11373,4806,9949,1284
41419773,NATUREWORKS RESTAURANT,MANHATTAN,113,EAST   31 STREET,10016,2127251411,American,2.18,10016,17206,37805,17952,10016,1627,1927,380
50018734,ASIAN TOKYO JAPANESE CUISINE,BRONX,4685,MANHATTAN COLLEGE PKWY,10471,7185435751,Japanese,1.93,10471,8412,8400,6424,10471,1178,2058,368
50062856,BAKERIE,BROOKLYN,252,ALBANY AVE,11213,9084203089,Other,2.57,11213,24989,51652,52123,11213,9044,14358,3901
50000516,VIVALDI,QUEENS,20110,CROSS ISLAND PARKWAY,11360,7183522300,Italian,2.37,11360,4924,5666,3984,11360,765,852,341
40859145,ROCCO'S PIZZERIA,BROOKLYN,123,BRIGHTON BEACH AVENUE,11235,7183729180,Pizza/Italian,2.01,11235,29988,43011,35274,11235,4186,6661,1456
50018798,PICCOLO  MERCATO,QUEENS,NULL,LA GUARDIA INTL AIRPORT,11371,5164919864,American,4.58,11371,125,42,136,11371,243,655,54
41708964,CONCORD GARDEN RESTAURANT,MANHATTAN,990,AMSTERDAM AVENUE,10025,2123162866,Chinese,4.56,10025,18510,50196,33912,10025,4880,9815,2438
41405535,TWO BOOTS,MANHATTAN,625,9 AVENUE,10036,2129562668,Pizza,2.94,10036,18034,32494,18650,10036,3549,5802,1176
41716092,DOMINO'S,MANHATTAN,3624,BROADWAY,10031,2129261234,Pizza,3.67,10031,20135,65284,50735,10031,4215,10713,2310
41628105,NEW IMPERIAL KITCHEN,BROOKLYN,303,SCHENECTADY AVENUE,11213,7183638886,Chinese,2.27,11213,24989,51652,52123,11213,9044,14358,3901
41676787,CHOBANI SOHO,MANHATTAN,150,PRINCE STREET,10012,6073371246,American,2.72,10012,10105,29161,12322,10012,8117,15340,1736
50051508,ESTHER'S RESTAURANT AND DELI,STATEN ISLAND,1491,HYLAN BLVD,10305,9176769804,Spanish,4.72,10305,18095,20714,12170,10305,1678,3972,1485
50012118,NORIKOH,MANHATTAN,10,E 39TH ST,10016,6469186778,Japanese,4.14,10016,17206,37805,17952,10016,1627,1927,380
41445878,86 FU KEE CHINESE RESTAURANT,BROOKLYN,2211,86 STREET,11214,7182326083,Chinese,2.18,11214,28725,34128,30921,11214,3696,6671,1724
41186285,COLSON PATISSERIE,BROOKLYN,374,9 STREET,11215,7189656400,Bakery,4.26,11215,27151,41462,26252,11215,3480,5937,1505
50016423,TWIN DONUT PLUS,BRONX,3396,JEROME AVE,10467,9147797100,Donuts,4.78,10467,34702,72819,75119,10467,9220,19121,4239
40678235,BOURBON STREET,QUEENS,4012,BELL BOULEVARD,11361,7182242200,American,2.14,11361,11811,12513,9354,11361,1733,2268,549
50053122,A1 JAMAICA BREEZE,QUEENS,10302,ASTORIA BLVD,11369,7188994743,Caribbean,4.08,11369,15497,17765,11383,11369,2401,3967,944
50003503,CAFE 52 RESTAURANT,QUEENS,5129,43RD AVE,11377,7186832341,American,3.13,11377,30074,37456,25814,11377,2962,4506,1293
50053457,CLAUDIO'S,MANHATTAN,334,8TH AVE,10001,2122560212,Pizza/Italian,3.52,10001,16255,27702,13938,10001,828,1400,257
50018550,BANGAGAN,QUEENS,4103,162ND ST,11358,9178251153,Asian,2.16,11358,15309,16745,12716,11358,1703,2289,707
41623317,PRONTO PIZZA,STATEN ISLAND,2935,VETERANS ROAD,10309,7183562500,Pizza/Italian,3.97,10309,15298,12326,8821,10309,1114,3108,918
50018603,SPICY PIZZA,QUEENS,4322,43RD AVE,11104,7187066655,Pizza/Italian,2.34,11104,7533,15424,10984,11104,2503,4489,1310
41643852,Vegan,BROOKLYN,156,5 AVENUE,11217,7189288778,Vegetarian,2.88,11217,17232,34123,16821,11217,2989,5079,1081
50051756,KUNG FU TEA,BROOKLYN,2174,86TH ST,11214,6468787800,CafÃƒÂ©/Coffee/Tea,1.95,11214,28725,34128,30921,11214,3696,6671,1724
41547179,MTSKHETA CAFE,BROOKLYN,2568,86 STREET,11214,7186761868,Russian,1.94,11214,28725,34128,30921,11214,3696,6671,1724
50017416,DUNKIN' DONUTS,BRONX,1111,E TREMONT AVE,10460,7188281188,Donuts,2.84,10460,20480,39548,37339,10460,5710,12821,2482
50008170,SOUTH SHORE HOT BAGELS,STATEN ISLAND,4882,ARTHUR KILL RD,10309,7182278600,Delicatessen,4.39,10309,15298,12326,8821,10309,1114,3108,918
41460700,THE PIG & WHISTLE PUB,MANHATTAN,202,WEST   36 STREET,10018,2122394820,American,3.68,10018,9762,12889,7449,10018,3620,6643,772
41176118,VEZZO,MANHATTAN,178,LEXINGTON AVENUE,10016,2128398300,Pizza/Italian,4.48,10016,17206,37805,17952,10016,1627,1927,380
41493180,ARTICHOKE BASILLE'S PIZZA & BAR,MANHATTAN,457,WEST   17 STREET,10011,2127929200,Pizza/Italian,3.72,10011,17530,39714,18836,10011,2222,3395,598
41637055,THE JOCKEY'S ROOM,QUEENS,11000,ROCKAWAY BOULEVARD,11420,7182153308,American,3.04,11420,21843,31143,14226,11420,4012,5364,1420
41376994,CHIPOTLE MEXICAN GRILL,MANHATTAN,125,EAST   23 STREET,10010,2126736904,Mexican,1.99,10010,9531,20332,9869,10010,5016,7365,1525
41630891,GINO'S VILLA MONTE,STATEN ISLAND,2811,RICHMOND AVENUE,10314,7184946554,American,3.39,10314,37873,34632,22102,10314,1246,4303,793
50044002,BALLY TOTAL FITNESS JUICE BAR,MANHATTAN,139,W 32ND ST,10001,2124651750,"Juice, Smoothies, Fruit Salads",2.84,10001,16255,27702,13938,10001,828,1400,257
40996465,OXFORD BAKE SHOP,QUEENS,10401,LIBERTY AVENUE,11417,7188434039,Bakery,2.77,11417,15554,20262,9353,11417,1793,2396,717
50004144,ONE STAR,MANHATTAN,147,W 24TH ST,10011,2127770100,American,2.01,10011,17530,39714,18836,10011,2222,3395,598
50001318,KOLMARO,MANHATTAN,185,SHERMAN AVENUE,10034,2129420136,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.62,10034,13928,47319,33256,10034,2248,3609,715
50004684,CHINA BLUE,MANHATTAN,451,WASHINGTON ST,10013,2124310111,Chinese,3.87,10013,13921,33916,11622,10013,1372,2870,417
50000195,DAVE'S HOAGIES,MANHATTAN,26,CEDAR STREET,10005,2122481000,Italian,2.27,10005,3016,6846,2062,10005,NULL,5,NULL
40383003,COBBLESTONE PUB,QUEENS,11718,QUEENS BOULEVARD,11375,7182639754,American,4.11,11375,23374,30096,21514,11375,2417,4289,897
50004708,LA GOULETTE,BROOKLYN,159,GRAND STREET,11249,3476894126,Mediterranean,1.90,11249,9288,21768,10478,11249,2494,3497,693
41446753,TASTY GRILL,QUEENS,1422,150 STREET,11357,7187677200,Greek,3.37,11357,15317,17223,12426,11357,1106,1470,578
41689018,COCORON,MANHATTAN,37,KENMARE STREET,10012,2129660800,Japanese,3.28,10012,10105,29161,12322,10012,8117,15340,1736
41693338,CHAYHANA SALOM,BROOKLYN,1652,SHEEPSHEAD BAY ROAD,11235,7183322200,Middle Eastern,2.91,11235,29988,43011,35274,11235,4186,6661,1456
41696014,NOISETTE CAFE,QUEENS,2421,STEINWAY STREET,11103,7184406450,Bakery,4.38,11103,14257,23041,13189,11103,3508,7108,1682
50014369,The Upsider NYC,MANHATTAN,1004,2ND AVE,10022,9173043634,American,3.47,10022,13763,22439,12814,10022,774,1109,200
50000306,SEAPORT BUFFET,BROOKLYN,2027,EMMONS AVE,11235,7189343388,Chinese,2.58,11235,29988,43011,35274,11235,4186,6661,1456
41385657,HOWL AT THE MOON BAR & GRILL,BRONX,585,EAST  189 STREET,10458,7185617694,American,4.48,10458,24949,61284,72440,10458,7728,15917,3115
40608746,KANA TAPAS BAR & RESTAURANT,MANHATTAN,324,SPRING STREET,10013,2123438180,Tapas,3.94,10013,13921,33916,11622,10013,1372,2870,417
40394394,MASTER WOK,STATEN ISLAND,2655,RICHMOND AVENUE,10314,7189839466,Chinese,3.23,10314,37873,34632,22102,10314,1246,4303,793
40581387,STARBUCKS,BROOKLYN,50,COURT STREET,11201,7188550369,CafÃƒÂ©/Coffee/Tea,2.05,11201,21622,39434,20108,11201,3064,6039,1652
41316096,ALIMENTOS SALUDABLES - MEXICAN GRILL,BROOKLYN,5919,4 AVENUE,11220,7184921660,Mexican,4.43,11220,29784,44348,33765,11220,6471,12166,2691
40391086,A & S PIZZERIA,STATEN ISLAND,87,STUYVESANT PLACE,10301,7184484142,Pizza/Italian,4.56,10301,21200,25246,16484,10301,4912,12626,4373
50001761,GOOD CENTURY CAFE,MANHATTAN,243,GRAND STREET,10002,2123341313,Chinese,2.91,10002,17772,55098,23339,10002,5662,12238,2615
41539257,FOO KEE SEAFOOD RESTAURANT,QUEENS,13614,38 AVENUE,11354,7183580666,Chinese,2.35,11354,17939,23482,16110,11354,3803,6666,1522
40808640,CAROM CAFE BILLIARDS,QUEENS,3402,LINDEN PLACE,11354,7183588585,Korean,3.56,11354,17939,23482,16110,11354,3803,6666,1522
50006485,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BROOKLYN,2223,CHURCH AVE,11226,7184838983,Caribbean,3.42,11226,38367,89604,87491,11226,12093,19121,5356
41677849,ILMULINO,MANHATTAN,37,EAST   60 STREET,10022,2127503270,Italian,2.51,10022,13763,22439,12814,10022,774,1109,200
50001966,CONTRA,MANHATTAN,138,ORCHARD ST,10002,2124664633,American,3.74,10002,17772,55098,23339,10002,5662,12238,2615
41516864,MISO SUSHI,BROOKLYN,40,MAIN STREET,11201,7188588388,Japanese,4.59,11201,21622,39434,20108,11201,3064,6039,1652
41569947,EASTERN RESTAURANT,QUEENS,7422,JAMAICA AVENUE,11421,7182969575,Chinese,4.41,11421,16132,23720,13306,11421,3250,5397,1288
41365614,MANSIONS CATERING,MANHATTAN,4042,WEST    8 STREET,10011,9176573934,Chinese,2.48,10011,17530,39714,18836,10011,2222,3395,598
41459769,VINNIE'S PIZZERIA,BROOKLYN,253,NASSAU AVENUE,11222,7183892600,Pizza,3.62,11222,17849,29818,16649,11222,3703,5958,1088
50051444,SANT SALSA,QUEENS,9519,ROCKAWAY BEACH BLVD,11693,3476833345,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4.03,11693,5208,7825,4040,11693,162,275,80
40720587,KARMA,MANHATTAN,51,1 AVENUE,10003,2126770351,American,3.21,10003,20414,48620,22048,10003,7802,14750,1804
50014212,CHICKEN SHACK,QUEENS,3619,BROADWAY,11106,7187213035,Chicken,2.47,11106,13342,23979,12534,11106,3724,6901,1868
41099497,KAIETEUR EXPRESS RESTAURANT,QUEENS,12004,LIBERTY AVENUE,11419,7183238748,Caribbean,2.90,11419,21573,36338,17441,11419,4037,5467,1836
41719158,LOBSTER HOUSE,QUEENS,9525,QUEENS BOULEVARD,11374,7188968811,Asian,2.35,11374,15228,18432,14860,11374,2870,6708,1252
40720587,KARMA,MANHATTAN,51,1 AVENUE,10003,2126770351,American,2.76,10003,20414,48620,22048,10003,7802,14750,1804
50014638,FAMILY GARDEN,BROOKLYN,NULL,DITMAS AVE,11218,7189725040,Chinese,3.57,11218,23673,37032,33987,11218,3474,5685,1407
40609676,BURGER KING,STATEN ISLAND,1565,HYLAN BOULEVARD,10305,7189805910,Hamburgers,3.57,10305,18095,20714,12170,10305,1678,3972,1485
41531104,AL HIRSCHFELD THEATRE,MANHATTAN,302,WEST   45 STREET,10036,2125825472,American,3.09,10036,18034,32494,18650,10036,3549,5802,1176
50006796,LA PARADA II RESTAURANT,BROOKLYN,5911,4TH AVE,11220,7184396200,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.62,11220,29784,44348,33765,11220,6471,12166,2691
41711270,TRADITIONAL HUNAN STYLE,QUEENS,13523,40 ROAD,11354,7183212788,Chinese,3.51,11354,17939,23482,16110,11354,3803,6666,1522
40364335,PETER LUGER STEAKHOUSE,BROOKLYN,178,BROADWAY,11211,7183877400,Steak,2.69,11211,22333,55262,23791,11211,4413,7125,1361
41713509,DUNKIN' DONUTS,QUEENS,267,BEACH  116 STREET,11694,7183189500,Donuts,4.00,11694,9922,12183,11304,11694,947,1456,477
